,Answer,End,Start,TextTitle,Titles,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1
107,"Before I began to read ""The Hunger Games"" I thought it was going to be dull, based on the movie.  I was incorrect, this book is actually good, it insisted of many details, descriptions, and actions.  My favorite books have action!  Every part of the novel was fascinating, but it is kind of on the bloody side.  Therefore, I would defiantly encourage for people to read this.",[40],[24],The Hunger Games,['The Hunger Games'],107,107.0,107.0
108,i have read drama by the same author as smile and i think they are both a little dramatic and sassy,[45],[40],Smile,['smile'],108,108.0,108.0
109,"It is a exselent book! It's a romance, it has plenty of battle strategies, and it's from the future. I really enjoyed reading hunger games.

signed: Julia!",[138],[126],The Hunger Games,['hunger games'],109,109.0,109.0
110,This book is super fantastic going on to page 300 soon I just fancy to inform everyone who isn't reading it to read it because I've asked a ton of people if they like it and they do so read it. Harry Potter is fantastic.,[206],[194],Harry Potter and the Order of the Phoenix,['Harry Potter'],110,110.0,110.0
111,"I think that I am like the main character that the main character in I Survived the Shark Attacks respected his family and friends, and I respect my family and friends too. Also, the main character in the book is good at pulling pranks. I also consider myself good at conducting practical jokes. This is why I think that I am like the main protagonist in this book.",[97],[69],I Survived the Shark Attacks Of 1916,['I Survived the Shark Attacks'],111,111.0,111.0
112,"The book fulfills and exceeds my expectations I had before reading it because my mom explained that the Giver was not an extremely engaging book, so I was a tiny bit disappointed when I heard I had to read the Giver for school. I was extremely satisfied by the way the book started off and the way it progressed and it was exceptionally engaging and fascinating. I was disappointed by the way the book ended in how it just left Jonas and Gabriel about to starve to death and left them seeing colors and colored lights that made it look like Christmas time, but you, on no account, truly understand how the Giver ended. The reader doesn't fully comprehend if Jonas and Gabriel died or if they found a town and are living there now or not. It was a very good book overall though.","[109, 215, 611]","[100, 206, 602]",The Giver,"['the Giver', 'the Giver', 'the Giver']",112,112.0,112.0
113,The two chapters I would combine are chapters 15 and 16 I would combine theses chapters because the would have so much action that is why I would combine these chapters in the isle of the lost.,[192],[172],The Isle of the Lost,['the isle of the lost'],113,113.0,113.0
114,"This book definitely fulfills the expectations that I had before reading it. I was extremely satisfied with all parts of ""The Help"" because it explained really well the actual real life, obstacles that both Minnie and Abileen had to overcome. Some of these obstacles included racial divides and cultural divides. I definitely suggest reading this book!",[130],[122],The Help,['The Help'],114,114.0,114.0
115,My favorite word in the book Harry Potter and the Goblet of Fire was sphinx. I like the word because it  is a werid animal.,[64],[29],Harry Potter and the Goblet of Fire,['Harry Potter and the Goblet of Fire'],115,115.0,115.0
116,"Ivan was a key character in ""The One and Only Ivan"". His greatest fear was loosing Stella towards the closing of the story. If I were his life coach I would comfort him in the thought of people and animals do eventually pass away and that it is going to be alright and he will get through it. Ivan really enjoyed being Stella's friend, and it was Difficult to loose her after years of being side-by-side. I would encourage him learn to ""father"" the baby elephant and to take care of her.",[50],[29],The One and Only Ivan,['The One and Only Ivan'],116,116.0,116.0
117,The Cat in the Hat reminds me of the book called The Cat in the Hat comes back.  He comes again and makes a mess again.,[18],[0],The Cat in the Hat,['The Cat in the Hat'],117,117.0,117.0
118,The night the puppets came alive. Because the night of the living worm is about worm that is evil and  to harm the birds the birds and that is what the puppets want to do to the people,[70],[46],Night of the Living Worms: A Speed Bump & Slingshot Misadventure,['night of the living worm'],118,118.0,118.0
119,The movie I would choose is Ransom of Red Chief because it's about this boy getting kidnapped by two kidnappers like in the book and in both they both have ransoms so I think that the book and the movie are very alike.,[47],[28],The Ransom of Red Chief,['Ransom of Red Chief'],119,119.0,119.0
120,"The main character in the Diary of a MineCraft Zombie book 1 is Zach Zombie. What would be important for their Facebook profile to say about them, is that Zach Zombie has touched an iron golem.",[60],[26],Diary of a Minecraft Zombie Book Vol 1-9,['Diary of a MineCraft Zombie book 1'],120,120.0,120.0
121,Don't Let The Pigeon Near The Bus.And because if you did let the pigeon near the bus the pigeon will acshally go on the bus.,[33],[0],Don't Let the Pigeon Drive the Bus!,"[""Don't Let The Pigeon Near The Bus""]",121,121.0,121.0
122,I would require people to read Hellen Keller because is so important to me and she suffered way more things than other people did.,[44],[31],Who Was Helen Keller?,['Hellen Keller'],122,122.0,122.0
123,"The thing that surprised me most in Charlie in the Chocalate Factory is when Mr. Willy Wonka gave away his Chocolate Factory to Charlie and his family.I was very, very surprised because Charlie is just a little child and it is a big responsibility for Charlie.I thought Mr. Willy Wonka was just going to congratulate Charlie for surviving",[68],[36],Charlie and the Chocolate Factory,['Charlie in the Chocalate Factory'],123,123.0,123.0
124,"Holes is about people who are in trouble and have to dig holes.
They are looking for things like treasure.They are digging for the warden and Stanley yelnats is in trouble. His name is Stanley yelnats both forward and is Stanley yelnats backward.He always blames his NO-GOOD-DIRTY-ROTTEN-PIG-SEALING-GREAT-GRANDFATHER. Thats alllllllllllllllllllllllll",[5],[0],Holes,['Holes'],124,124.0,124.0
125,The author does a good job in ending the chapters. He does a good job ending the chapters because he didn't leave the chapters of The Ugly Truthwith cliff hangers like some other books and made it funny.,[144],[130],Diary of a Wimpy Kid: The Ugly Truth,['The Ugly Truth'],125,125.0,125.0
126,"I have not read any similar texts, but i would probably learn more from ""Hatchet"" since it is interesting and has a good plot. Since the book is intriguing and more entertaining to read, it makes it easier to learn from.",[80],[73],Hatchet,['Hatchet'],126,126.0,126.0
127,"i would say that ""People be ready to read the harry potter and the prisoner of Azkaban if you've read the the other harry potter books than you'll love this one.""this book is awesome if you did",[86],[46],Harry Potter and the Prisoner of Azkaban,['harry potter and the prisoner of Azkaban'],127,127.0,127.0
128,"I'd rather live in the world in the text Tales of a Fourth Grade Nothing.  In Tales of a Fourth Grade Nothing, the world in similar to the one I live in now.  This is because the last book I read was The Hunger Games.  In The Hunger Games, the world is really scary and people don't get to decide how they will live their lives.","[72, 110]","[41, 78]",Tales of a Fourth Grade Nothing,"['Tales of a Fourth Grade Nothing', 'Tales of a Fourth Grade Nothing,']",128,128.0,128.0
129,i think holes is a magnificent  tittle because stanley has to dig holes and there is something they are not telling you something.the holes are still there when he leaves. he has a hard time at first but he gets through it for example he gets blisters from his shovel and think it is really interesting because there is a dried up lake and they are digging for treasure but they dont know that. also they will actually try to get bitten from a rattle snake or a scorpion but you cant get bitten by a spotted lizard or else you will die slowly.,"[13, 13]","[8, 8]",Holes,"['holes', 'holes']",129,129.0,129.0
